Depo Date,Action Date,User Name,User Role,Registered User,Job #,Event category,Event Name,DepositionId,Event count
5/1/2023 10:00,5/1/2023 7:00,Adriana  Argento ,Attorney,No,86642,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,c5135371-1f30-41aa-9fcb-398f612293b5,1
5/1/2023 10:00,5/1/2023 8:00,Amanda Burns,Attorney,Yes,86642,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c5135371-1f30-41aa-9fcb-398f612293b5,10
5/1/2023 10:00,5/1/2023 8:00,Amanda Burns,Witness,Yes,86642,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c5135371-1f30-41aa-9fcb-398f612293b5,10
5/1/2023 10:00,5/1/2023 8:00,George Clooney,CourtReporter,CR,86642,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,c5135371-1f30-41aa-9fcb-398f612293b5,1
5/1/2023 10:00,5/1/2023 8:00,George Clooney,CourtReporter,CR,86642,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c5135371-1f30-41aa-9fcb-398f612293b5,2
5/1/2023 10:00,5/31/2023 13:00,Marissa Snyder,Paralegal,Yes,86642,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c5135371-1f30-41aa-9fcb-398f612293b5,18
5/1/2023 10:30,5/1/2023 8:00,Geoffrey Pforr,Attorney,Yes,86633,Transcription Flag and Private Notes,Flagged Speech-To-Text,5f7dc327-d401-4c5f-87f6-271d7ed61027,1
5/1/2023 10:30,5/1/2023 8:00,Geoffrey Pforr,Attorney,Yes,86633,Transcription Flag and Private Notes,Unflagged Speech-To-Text,5f7dc327-d401-4c5f-87f6-271d7ed61027,1
5/1/2023 10:30,5/2/2023 6:00,Janet Jackson,CourtReporter,CR,86633,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,5f7dc327-d401-4c5f-87f6-271d7ed61027,1
5/1/2023 10:30,5/2/2023 6:00,Janet Jackson,CourtReporter,CR,86633,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f7dc327-d401-4c5f-87f6-271d7ed61027,2
5/1/2023 10:30,5/23/2023 10:00,Carrie Reiter,Attorney,Yes,86633,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f7dc327-d401-4c5f-87f6-271d7ed61027,2
5/1/2023 11:00,5/1/2023 8:00,Susan Pagano,Paralegal,Yes,12345,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,49450dfd-617f-412f-96d3-e0b3197b0354,1
5/1/2023 11:00,5/1/2023 9:00,Susan Pagano,Paralegal,Yes,12345,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,49450dfd-617f-412f-96d3-e0b3197b0354,3
5/1/2023 11:00,5/1/2023 12:00,Susan Pagano,Paralegal,Yes,12345,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,49450dfd-617f-412f-96d3-e0b3197b0354,3
5/1/2023 11:00,5/1/2023 12:00,Susan Pagano,Paralegal,Yes,12345,Send Exhibit Copy,Sent Exhibit Copy to another participant In Depo,49450dfd-617f-412f-96d3-e0b3197b0354,1
5/1/2023 11:00,5/1/2023 13:00,Susan Pagano,Paralegal,Yes,12345,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,49450dfd-617f-412f-96d3-e0b3197b0354,2
5/1/2023 11:00,5/15/2023 15:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,44
5/1/2023 11:00,5/16/2023 13:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,80
5/1/2023 11:00,5/16/2023 14:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,108
5/1/2023 11:00,5/16/2023 15:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,91
5/1/2023 11:00,5/18/2023 8:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,46
5/1/2023 11:00,5/18/2023 9:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,64
5/1/2023 11:00,5/18/2023 10:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,63
5/1/2023 11:00,5/18/2023 11:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,20
5/1/2023 11:00,5/18/2023 12:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,49
5/1/2023 11:00,5/18/2023 13:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,82
5/1/2023 11:00,5/18/2023 14:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,50
5/1/2023 11:00,5/18/2023 15:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,15
5/1/2023 11:00,5/19/2023 7:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,6
5/1/2023 11:00,5/19/2023 8:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,56
5/1/2023 11:00,5/19/2023 9:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,62
5/1/2023 11:00,5/19/2023 10:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,43
5/1/2023 11:00,5/19/2023 11:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,7
5/1/2023 11:00,5/22/2023 9:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,41
5/1/2023 11:00,5/22/2023 10:00,Angelina Jolie,CourtReporter,CR,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,1
5/1/2023 11:00,5/22/2023 11:00,Susan Pagano,Paralegal,Yes,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,1
5/1/2023 11:00,5/22/2023 13:00,David Krangle,Attorney,Yes,12345,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,49450dfd-617f-412f-96d3-e0b3197b0354,1
5/1/2023 12:00,5/1/2023 10:00,Katie Perry,CourtReporter,CR,75763,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,3
5/1/2023 12:00,5/1/2023 11:00,Deborah Stetzel,Paralegal,Yes,75763,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,1
5/1/2023 12:00,5/2/2023 12:00,Katie Perry,CourtReporter,CR,75763,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,1
5/1/2023 12:00,5/4/2023 6:00,Katie Perry,CourtReporter,CR,75763,Post Depo Marked Exhibits Tab,Uploaded NEW Exhibit to Marked Exhibits tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,2
5/1/2023 12:00,5/4/2023 6:00,Katie Perry,CourtReporter,CR,75763,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,1
5/1/2023 12:00,5/22/2023 7:00,Deborah Stetzel,Paralegal,Yes,75763,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,c4102616-554e-4fea-b358-082acbfd1751,1
5/1/2023 13:30,5/1/2023 11:00,Everett Lupton,Attorney,Yes,96648,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,5f104780-a35b-479b-bc59-ecc5de9636f2,3
5/1/2023 13:30,5/1/2023 11:00,Steven Stanlciff,Attorney,Yes,96648,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,2
5/1/2023 13:30,5/1/2023 11:00,Steven Stanlciff,Attorney,Yes,96648,Transcription Flag and Private Notes,Flagged Speech-To-Text,5f104780-a35b-479b-bc59-ecc5de9636f2,4
5/1/2023 13:30,5/1/2023 12:00,Steven Stanlciff,Attorney,Yes,96648,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/1/2023 12:00,Steven Stanlciff,Attorney,Yes,96648,Screen Share,Clicked RED 'Stop Share' button In Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/1/2023 12:00,Steven Stanlciff,Attorney,Yes,96648,Screen Share,Started screen-sharing In Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/1/2023 12:00,Steven Stanlciff,Attorney,Yes,96648,Transcription Flag and Private Notes,Flagged Speech-To-Text,5f104780-a35b-479b-bc59-ecc5de9636f2,3
5/1/2023 13:30,5/2/2023 6:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/2/2023 6:00,Owen Wilson,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/2/2023 6:00,Sherri Carter,Paralegal,Yes,96648,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/2/2023 6:00,Sherri Carter,Paralegal,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,31
5/1/2023 13:30,5/2/2023 7:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,3
5/1/2023 13:30,5/2/2023 7:00,Owen Wilson,Observer,ADMIN,96648,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/2/2023 7:00,Owen Wilson,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,47
5/1/2023 13:30,5/2/2023 7:00,Owen Wilson,Observer,ADMIN,96648,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,5/2/2023 7:00,Melissa McCarthy,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,6/1/2023 8:00,Steven Stanlciff,Attorney,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,36
5/1/2023 13:30,6/1/2023 8:00,Steven Stanlciff,Attorney,Yes,96648,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,6/2/2023 8:00,Steven Stanlciff,Attorney,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 13:30,6/14/2023 19:00,Steven Stanlciff,Attorney,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,5f104780-a35b-479b-bc59-ecc5de9636f2,1
5/1/2023 14:00,5/1/2023 13:00,Everett Lupton,Attorney,Yes,96648,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,946f8a34-6e4d-4fcc-8713-ed7426a12789,4
5/1/2023 14:00,5/1/2023 14:00,Chris Rock,CourtReporter,CR,96648,Screen Share,Clicked RED 'Stop Share' button In Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/1/2023 14:00,Steven Stanlciff,Attorney,Yes,96648,In Depo Marked Exhibits,,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/1/2023 14:00,Steven Stanlciff,Attorney,Yes,96648,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,946f8a34-6e4d-4fcc-8713-ed7426a12789,2
5/1/2023 14:00,5/1/2023 14:00,Steven Stanlciff,Attorney,Yes,96648,Screen Share,Started screen-sharing In Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/1/2023 14:00,Steven Stanlciff,Attorney,Yes,96648,Transcription Flag and Private Notes,Flagged Speech-To-Text,946f8a34-6e4d-4fcc-8713-ed7426a12789,5
5/1/2023 14:00,5/2/2023 4:00,Sherri Carter,Paralegal,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,14
5/1/2023 14:00,5/2/2023 6:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,18
5/1/2023 14:00,5/2/2023 6:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,3
5/1/2023 14:00,5/2/2023 6:00,Owen Wilson,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,40
5/1/2023 14:00,5/2/2023 6:00,Sherri Carter,Paralegal,Yes,96648,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/2/2023 6:00,Sherri Carter,Paralegal,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/2/2023 7:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,5
5/1/2023 14:00,5/2/2023 7:00,Melissa McCarthy,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/9/2023 9:00,Chris Rock,CourtReporter,CR,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/1/2023 14:00,5/9/2023 12:00,Everett Lupton,Attorney,Yes,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,4
5/1/2023 14:00,5/18/2023 7:00,Melissa McCarthy,Observer,ADMIN,96648,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,946f8a34-6e4d-4fcc-8713-ed7426a12789,1
5/2/2023 10:00,5/2/2023 6:00,Oprah Winfrey,TechExpert,ADMIN,36627,Send Exhibit Copy,Sent Exhibit Copy to another participant In Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/2/2023 7:00,Arnold Reed,Attorney,Yes,96112,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,9d5715fa-6e8d-483a-9a75-4bea1232e743,3
5/2/2023 10:00,5/2/2023 7:00,Scott  Porter,Attorney,No,36627,Screen Share,Started screen-sharing In Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/2/2023 8:00,Arnold Reed,Attorney,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/2/2023 8:00,Vivica A. Fox,CourtReporter,CR,46262,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,ed2618f3-794e-418f-ad19-93546167b08h,1
5/2/2023 10:00,5/2/2023 8:00,Vivica A. Fox,CourtReporter,CR,46262,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,ed2618f3-794e-418f-ad19-93546167b08h,2
5/2/2023 10:00,5/2/2023 9:00,Alison Nieschulz,Paralegal,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,93
5/2/2023 10:00,5/2/2023 10:00,Courtney Cox,CourtReporter,CR,96112,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/2/2023 10:00,Courtney Cox,CourtReporter,CR,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/2/2023 10:00,Kat Thomas,Attorney,Yes,36627,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/2/2023 11:00,Courtney Cox,CourtReporter,CR,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,2
5/2/2023 10:00,5/2/2023 11:00,Kat Thomas,Attorney,Yes,36627,MyExhibit Document Share,Shared exhibit from 'My Exhibits' as LIVE Exhibit,87a1125b-b500-423c-9a87-d773365e87e4,7
5/2/2023 10:00,5/2/2023 12:00,Oprah Winfrey,TechExpert,ADMIN,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,78
5/2/2023 10:00,5/2/2023 12:00,Oprah Winfrey,TechExpert,ADMIN,36627,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,5
